H11_Cycle_Num,H11_Cycle_Life(%),H11_C_Rest_Start_Volt(V),H11_C_Rest_End_Volt(V),H11_D_Rest_Start_Volt(V),H11_D_Rest_End_Volt(V),H11_CC_Chg_Cur(A),H11_CC_Chg_Volt(V),H11_CC_Chg_CapaCity(Ah),H11_CC_Chg_Energy(Wh),H11_CC_Chg_Time(s),H11_CCCV_Chg_Cur(A),H11_CCCV_Chg_Volt(V),H11_CCCV_Chg_CapaCity(Ah),H11_CCCV_Chg_Energy(Wh),H11_CCCV_Chg_Time(s),H11_CV_Chg_Time(s),H11_CC_Dischg_Cur(A),H11_CC_Dischg_Volt(V),H11_CC_Dischg_CapaCity(Ah),H11_CC_Dischg_Energy(Wh),H11_CC_Dischg_Time(s),H11_Volt_CC_DChg_00s,H11_Volt_CC_DChg_10s,H11_Rin(ohm)
947,89.5611568434741,4.1979,4.1883,2.5843,3.3655,2.0000999999999998,4.0997,2.594652222222222,9.850335999999999,4670.0,0.08,4.1998,3.397193244444445,13.205368888888888,9514.1,4844.1,-4.0003,2.5,3.3891024444444438,11.572435555555556,3049.7000000000003,4.1093,4.0119,0.02434817388695857
948,90.39215566521716,4.1979,4.1892,2.5846,3.3413,2.0002999999999997,4.0984,2.5946737777777775,9.856992,4670.0,0.07998999999999999,4.1998,3.3959761777777775,13.206431288888886,9469.1,4729.1,-4.0007,2.5,3.4205484444444445,11.741436444444444,3077.8,4.1059,4.0262,0.01992151373509633
949,90.2921882223166,4.1982,4.1892,2.5737,3.3457,2.0000999999999998,4.0984,2.633699111111111,9.984479111111112,4740.0,0.07998999999999999,4.2001,3.4209155555555557,13.274715022222225,9439.1,4709.1,-4.0003,2.5,3.416765555555556,11.720022222222221,3074.4,4.1164,4.0271,0.022323325750568633
950,90.38869676702836,4.1979,4.1892,2.5771,3.341,2.0002999999999997,4.0993,2.628115555555556,9.968416,4730.0,0.07998999999999999,4.2001,3.416476088888889,13.263780977777778,9447.900000000001,4747.9000000000015,-4.0011,2.5,3.4204175555555563,11.73415288888889,3077.7000000000003,4.1105,4.0252,0.02131913723725979
951,89.53424908201194,4.1979,4.1886,2.5744,3.3658,2.0000999999999998,4.0984,2.611415111111111,9.899781333333333,4700.0,0.08,4.1998,3.415326577777778,13.2601984,9550.0,4920.0,-4.0003,2.5,3.388084222222222,11.567049777777779,3048.8,4.1102,4.0119,0.02457315701322402
952,89.29294835776915,4.1979,4.1883,2.5765,3.3705,2.0000999999999998,4.099,2.5723813333333334,9.773559111111112,4630.0,0.08,4.1998,3.386222222222222,13.175988622222224,9610.1,5000.1,-4.0011,2.5,3.378953111111111,11.517865777777775,3040.6000000000004,4.1114,4.0063,0.026267776361500413
953,89.41122623284762,4.1976,4.188,2.583,3.3661,2.0002999999999997,4.099,2.56127,9.734595555555556,4610.0,0.08,4.1998,3.3791736888888892,13.154045155555556,9627.900000000001,4957.9000000000015,-4.0011,2.5,3.383428888888889,11.529486222222221,3044.6000000000004,4.0984,4.0042,0.023543525530479077
954,90.31083925906994,4.1979,4.1892,2.5818,3.3417,2.0,4.099,2.594723555555556,9.854624,4670.0,0.08,4.1998,3.3925628444444444,13.189604977777774,9444.6,4694.6,-4.0007,2.5,3.4174713333333333,11.726070222222225,3075.0,4.1046,4.0252,0.019846526857799807
955,90.21276863130517,4.1979,4.1892,2.584,3.3463,2.0000999999999998,4.0993,2.6392997777777776,10.008052444444443,4750.0,0.08,4.2001,3.4182296888888892,13.263870577777778,9395.800000000001,4675.800000000001,-4.0003,2.5,3.4137602222222223,11.705160888888889,3071.7000000000003,4.1158,4.0262,0.022398320125990526
956,90.13451766633716,4.1979,4.1892,2.5759,3.3479,1.9998,4.099,2.6225553333333327,9.94765511111111,4720.0,0.08,4.1998,3.4132437333333328,13.2527104,9457.1,4727.1,-4.0007,2.5,3.410799111111111,11.688054222222224,3069.1000000000004,4.1034,4.0237,0.01992151373509633
957,90.45487388704515,4.1979,4.1892,2.583,3.3373,2.0005,4.099,2.6281342222222226,9.969340444444445,4730.0,0.08,4.2001,3.4130442666666667,13.250123377777777,9384.900000000001,4624.9000000000015,-4.0011,2.5,3.4229217777777774,11.754541333333332,3079.9,4.1055,4.0287,0.019194721451600914
958,90.51971207873086,4.1982,4.1892,2.5818,3.3351,2.0009,4.0984,2.644829777777778,10.024536888888889,4760.0,0.07998999999999999,4.1998,3.423975111111111,13.281033955555557,9358.800000000001,4588.800000000001,-4.0007,2.5,3.425375333333333,11.768693333333333,3082.1000000000004,4.1099,4.0314,0.019621566225910467
959,90.61620887845724,4.1982,4.1896,2.583,3.333,2.0009,4.099,2.6504033333333332,10.045474666666669,4770.0,0.08,4.2001,3.4268832000000002,13.291017955555555,9379.7,4599.700000000001,-4.0011,2.5,3.429026888888889,11.786725333333333,3085.4,4.1142,4.0327,0.020369398415435787
960,90.6758322966426,4.1979,4.1896,2.5737,3.3311,2.0005,4.099,2.6559546666666667,10.064670222222224,4780.0,0.08,4.2001,3.4298496,13.2993408,9354.300000000001,4564.300000000001,-4.0011,2.5,3.431283111111111,11.798700444444444,3087.4,4.1062,4.0336,0.0181450101222165
961,90.58864927030754,4.1982,4.1896,2.5753,3.3345,2.0005,4.0997,2.661516,10.085314666666667,4790.0,0.07998999999999999,4.2001,3.4315136,13.303796622222222,9331.2,4571.200000000001,-4.0011,2.5,3.427984,11.782282666666665,3084.5,4.1124,4.0342,0.01954462522806224
962,90.43114901661583,4.1979,4.1896,2.5793,3.3392,2.0009,4.0984,2.644795333333333,10.023672888888889,4760.0,0.07998999999999999,4.2001,3.4270826666666667,13.293370311111111,9415.400000000001,4665.4000000000015,-4.0011,2.5,3.422024,11.74628,3079.2000000000003,4.1114,4.0293,0.02051935717677629
963,89.77185600835867,4.1979,4.1886,2.5796,3.3584,2.0000999999999998,4.0993,2.6392024444444444,10.006587555555555,4750.0,0.08,4.1998,3.4170901333333332,13.258043733333334,9338.800000000001,4678.800000000001,-4.0003,2.5,3.3970755555555563,11.607856,3056.9,4.1083,4.0153,0.023248256380771434
964,89.5921577323346,4.1976,4.1886,2.5843,3.3615,2.0007,4.0987,2.589049111111111,9.830621333333333,4660.0,0.08,4.1998,3.3951523555555556,13.200356977777778,9541.300000000001,4891.300000000001,-4.0007,2.5,3.3902755555555553,11.580288000000001,3050.8,4.1059,4.0128,0.023270927587672092
965,89.61668126176846,4.1979,4.1886,2.5827,3.3599,2.0,4.099,2.5835044444444444,9.811377777777778,4650.0,0.07998999999999999,4.1998,3.390175288888889,13.183573333333333,9540.7,4880.700000000001,-4.0007,2.5,3.3912035555555557,11.585592,3051.6000000000004,4.1071,4.0125,0.02364586197415447
966,89.5520251173559,4.1979,4.1886,2.5799,3.3612,2.0000999999999998,4.0997,2.5890553333333326,9.831492444444445,4660.0,0.08,4.1998,3.3912771555555556,13.185268622222221,9505.6,4815.6,-4.0007,2.5,3.388756888888889,11.573368888888888,3049.4,4.1,4.0122,0.021946159422101045
967,90.30396844263372,4.1979,4.1892,2.5756,3.3392,2.0002999999999997,4.0993,2.6058102222222224,9.894325333333335,4690.0,0.08,4.2001,3.3955146666666667,13.195374933333333,9411.2,4681.200000000001,-4.0011,2.5,3.4172113333333334,11.729715555555556,3074.8,4.1034,4.0268,0.0191447351978206
968,90.15096064584264,4.1979,4.1892,2.5737,3.3448,1.9998,4.0981,2.6281484444444447,9.963095111111112,4730.0,0.08,4.1998,3.416849066666667,13.259574044444443,9419.1,4699.1,-4.0014,2.5,3.411421333333333,11.69816088888889,3069.6000000000004,4.109,4.0259,0.02076773129404707
969,89.83051633774444,4.1979,4.1892,2.5762,3.3562,2.0002999999999997,4.0987,2.6225577777777778,9.946309333333332,4720.0,0.08,4.2001,3.4123146666666666,13.247446755555556,9460.400000000001,4810.4000000000015,-4.0003,2.5,3.399295333333333,11.641144888888888,3058.8,4.104,4.0265,0.01937354698397612
970,89.45222210425037,4.1979,4.1886,2.5765,3.363,2.0,4.0981,2.5835086666666665,9.809467555555557,4650.0,0.08,4.1998,3.393658311111112,13.19604622222222,9562.0,4922.0,-4.0007,2.5,3.3849802222222225,11.558309333333332,3046.0,4.1018,4.011,0.022696028195065804
971,89.42937810772311,4.1976,4.1883,2.5815,3.3627,2.0000999999999998,4.099,2.5779475555555553,9.791435555555555,4640.0,0.08,4.1998,3.384752711111111,13.164222577777778,9525.2,4885.200000000001,-4.0011,2.5,3.3841157777777777,11.555251555555557,3045.2000000000003,4.1003,4.011,0.02231886231286389
